eo,Sn,Z,kni,krcf,Vm,Vj,e,kf,Cluster
29.99994,2098.223854674533,0.3413774750692526,1000000.0,17.068873753462633,2.319100239520157e-05,2.2937481689290645e-05,23.00859558110421,17.300111505876497,0
29.99994,2675.672913144244,0.4091311851509307,1000000.0,20.456559257546537,1.9707540488263537e-05,1.9563446858893657e-05,24.037001397409213,20.606755332414707,3
29.99994,1416.0237490906657,0.2232501111914904,1000000.0,11.162505559574525,3.07694631674656e-05,3.011507810704889e-05,20.82086419297149,11.6006804908924,0
29.99994,3524.771234088001,0.7224018660893343,1000000.0,36.12009330446672,7.684715151417343e-06,7.66799736418743e-06,27.662734403395667,36.14671940261098,1
29.99994,3620.2116770811767,0.4599959893844885,1000000.0,22.999799469224428,1.736736379161367e-05,1.728444454183762e-05,24.73164130364789,23.094056079305293,3
29.99994,3823.7489485168,0.684628280699094,1000000.0,34.231414034954696,8.894887084462378e-06,8.8742436279767e-06,27.2950705421927,34.262996666835235,1
29.99994,1097.7632141403028,0.2012280029035658,1000000.0,10.06140014517829,3.2503432174446434e-05,3.1568720788807045e-05,20.377793903571607,10.64430038839106,0
29.99994,3117.284990328888,0.3019997209665943,1000000.0,15.099986048329711,2.5461264740981615e-05,2.525498782595402e-05,22.30221971064921,15.27146916657614,3
29.99994,1622.2552791506532,0.2026314739576138,1000000.0,10.131573697880691,3.2388788571233264e-05,3.175479504623525e-05,20.32107846990749,10.5262934088593,0
29.99994,3734.715093138325,0.7681948607007065,1000000.0,38.409743035035326,6.279682075318972e-06,6.26914092000158e-06,28.089105847583514,38.42732190100978,1
29.99994,1925.974021705248,0.4384568309048046,1000000.0,21.92284154524023,1.8333369776181075e-05,1.816049976147929e-05,24.46461967270111,22.112728527163032,0
29.99994,3396.1519832559798,0.5589323309559997,1000000.0,27.946616547799984,1.3321929151490514e-05,1.3269876019283965e-05,25.95528178932225,28.01505328507031,1
29.99994,2719.1568421438888,0.3836003451834135,1000000.0,19.18001725917068,2.0965414122283866e-05,2.080500208653849e-05,23.658575364023065,19.339392043524235,3
29.99994,2123.378397796213,0.4537480271563557,1000000.0,22.687401357817787,1.764402123328123e-05,1.749861804529332e-05,24.666361219794595,22.85118931311853,0
29.99994,3496.971863726505,0.4334497701653867,1000000.0,21.67248850826934,1.856301184325333e-05,1.846499392538617e-05,24.37180985154229,21.779082711395443,3
29.99994,3183.4020425306235,0.2680570866795724,1000000.0,13.40285433397862,2.7603968686370056e-05,2.7366666394011748e-05,21.658580083105218,13.583396717096472,3
29.99994,1348.1592513722012,0.3832526346918709,1000000.0,19.162631734593543,2.098297319839084e-05,2.066139582217452e-05,23.70234655340121,19.482910457337493,0
29.99994,1743.5605327849355,0.3091693677415872,1000000.0,15.45846838707936,2.5032017286951605e-05,2.467772319619069e-05,22.478169969801076,15.759130908119523,0
29.99994,1218.7681466031124,0.7936873587037385,1000000.0,39.68436793518693,5.5245560767056216e-06,5.499626809563982e-06,28.323653748444897,39.72698131565597,2
29.99994,1550.860096693898,0.5469195809109939,1000000.0,27.345979045549697,1.3782926949164654e-05,1.3661513264116105e-05,25.83591075709741,27.50322126206569,2
29.99994,3066.1931926288244,0.4102686660183928,1000000.0,20.513433300919644,1.9652884179017648e-05,1.9527720497181185e-05,24.04789079245917,20.644122327939392,3
29.99994,3968.557028775161,0.4718291722452423,1000000.0,23.59145861226212,1.6851025895313426e-05,1.677977671083111e-05,24.88546405853868,23.673988643443987,3
29.99994,2364.0316013273177,0.2140679498125348,1000000.0,10.70339749062674,3.1476116935959594e-05,3.106253198701003e-05,20.532080250359343,10.970344654995817,0
29.99994,3489.0226847584563,0.4797884578569206,1000000.0,23.98942289284603,1.650916312731428e-05,1.643141387870065e-05,24.991645049772043,24.08062951618107,3
29.99994,3346.226477462552,0.4201725014723231,1000000.0,21.008625073616155,1.9181740677607848e-05,1.9072410946539936e-05,24.186669143494623,21.1248053069418,3
29.99994,3519.340383880788,0.5511653605481361,1000000.0,27.558268027406807,1.3619132248358252e-05,1.3566632138365062e-05,25.864830524226328,27.62657255376628,1
29.99994,3913.5710337591167,0.3321188044315766,1000000.0,16.60594022157883,2.370638899016797e-05,2.356365257141678e-05,22.81773869623217,16.733194892165297,3
29.99994,3380.845280445494,0.2474689878468299,1000000.0,12.3734493923415,2.9004838613387343e-05,2.875811789733991e-05,21.234465664890795,12.550291354512783,3
29.99994,3143.2701237531837,0.2168941717165069,1000000.0,10.844708585825346,3.1256230243192296e-05,3.0948482938532e-05,20.56684240033544,11.044827578840511,3
29.99994,3188.7953284356954,0.3954513288349919,1000000.0,19.7725664417496,2.037396197176441e-05,2.024461437777251e-05,23.829381537654932,19.903962439812037,3
29.99994,1824.398267773448,0.6914534891968267,1000000.0,34.57267445984134,8.672580151121341e-06,8.631548651131702e-06,27.369043971135053,34.63593923940557,2
29.99994,3518.366663851795,0.3267644235006139,1000000.0,16.338221175030696,2.4009378176449744e-05,2.384664834946906e-05,22.73148158308183,16.481602339335645,3
29.99994,1229.4851318787246,0.3276495821648738,1000000.0,16.382479108243693,2.395903393653806e-05,2.350106754056476e-05,22.836814613635863,16.78922175007763,0
29.99994,2675.86958105912,0.3108323981726708,1000000.0,15.541619908633542,2.4933520035035823e-05,2.4703336494041785e-05,22.47036303661606,15.737248984074135,3
29.99994,2787.625181322838,0.2931067866572535,1000000.0,14.655339332862674,2.6004437779885775e-05,2.5764096698864745e-05,22.147043326186022,14.850855789822424,3
29.99994,1108.8331862751706,0.4384601741802021,1000000.0,21.92300870901011,1.83332171000267e-05,1.8035029673369667e-05,24.502862955556925,22.251320229238,0
29.99994,3481.88589710162,0.6516717510221727,1000000.0,32.58358755110864,9.992348391394449e-06,9.963754316986536e-06,26.962987684182504,32.6257506885523,1
29.99994,3940.742572637208,0.4585389764943055,1000000.0,22.926948824715275,1.743162661346329e-05,1.7354858489804476e-05,24.710179132307594,23.01399608356788,3
29.99994,1901.929139000419,0.5539909107411718,1000000.0,27.69954553705859,1.3510651216614895e-05,1.341535315648828e-05,25.91094035790237,27.82410210886028,2
29.99994,3845.5637694401594,0.3302195955938704,1000000.0,16.510979779693518,2.3813437710871045e-05,2.3666881873781418e-05,22.78627440487142,16.641089339845067,3
29.99994,2386.416357835532,0.5642626326712893,1000000.0,28.213131633564466,1.3119752732307925e-05,1.3048018903840486e-05,26.022903838109418,28.308149946266347,2
29.99994,3078.3175192009094,0.7728959664856163,1000000.0,38.64479832428081,6.139029509141764e-06,6.126810927774529e-06,28.13248802921432,38.66526853849659,1
29.99994,2246.0688739530983,0.6365912485132832,1000000.0,31.82956242566416,1.0508459683301064e-05,1.0459523746885531e-05,26.811877161949287,31.900489257425885,2
29.99994,1509.2829306862948,0.7709941706653967,1000000.0,38.54970853326984,6.195851921438793e-06,6.170520929363576e-06,28.119165220729982,38.59207712298412,2
29.99994,1813.9933529894136,0.7849341008648356,1000000.0,39.24670504324178,5.781762653596826e-06,5.76339292258162e-06,28.24325783719712,39.2778423780012,2
29.99994,3088.2520420981564,0.6745953083083102,1000000.0,33.72976541541551,9.224712824132223e-06,9.197240357534216e-06,27.19662113902357,33.771337838983285,1
29.99994,1339.554069793363,0.7786755907311962,1000000.0,38.93377953655981,5.9669853257946844e-06,5.940523522211019e-06,28.18926843043008,38.97837060462507,2
29.99994,2528.8630950725974,0.393925797488546,1000000.0,19.696289874427304,2.044934542294441e-05,2.0285310712414537e-05,23.81697729485605,19.86255123142024,3
29.99994,3423.668014561585,0.519522816051267,1000000.0,25.976140802563357,1.4863432182223113e-05,1.4799183354007582e-05,25.48914891369849,26.05612314166273,1
29.99994,1912.2082774300743,0.5235637972115421,1000000.0,26.178189860577103,1.4701413199299107e-05,1.458924834221858e-05,25.55313710529177,26.31875616525582,2
29.99994,2058.66249592223,0.5113197102447478,1000000.0,25.56598551223739,1.5195256349589432e-05,1.508391996922448e-05,25.40236119338038,25.70305866650732,2
29.99994,2856.741040974117,0.278606209165079,1000000.0,13.93031045825395,2.6917248664208727e-05,2.66659920301428e-05,21.87214562921248,14.1271323944842,3
29.99994,2965.670313969047,0.5810241141124857,1000000.0,29.051205705624284,1.2493189360126348e-05,1.244078129716624e-05,26.207989860623726,29.122141523283684,1
29.99994,1828.319761075233,0.3672479040147243,1000000.0,18.362395200736216,2.180445180030885e-05,2.1547477638788607e-05,23.43226881569723,18.609976451282048,0
29.99994,2023.7445024578628,0.58284780219681,1000000.0,29.1423901098405,1.2425839014169266e-05,1.2350009663323097e-05,26.23565705461912,29.245310789641337,2
29.99994,3735.8375066759527,0.4841934706093245,1000000.0,24.209673530466223,1.63217865018101e-05,1.6250787193466487e-05,25.046700063431413,24.293524132408432,3
29.99994,3737.180162235469,0.753856254574444,1000000.0,37.6928127287222,6.712705476828086e-06,6.70066976522767e-06,27.95757585555861,37.712602840245694,1
29.99994,3664.8699275574577,0.6499159689343348,1000000.0,32.49579844671674,1.005197411107238e-05,1.002447905505941e-05,26.94447878401789,32.53625834266389,1
29.99994,1410.0302416961404,0.3080694385272409,1000000.0,15.403471926362045,2.5097381953606435e-05,2.4658481210184517e-05,22.48403492713576,15.775584704931422,0
29.99994,3523.302230380632,0.47751367361265,1000000.0,23.875683680632505,1.6606431557634382e-05,1.652852740941622e-05,24.96204484560993,23.966747264973502,3
29.99994,2138.8180226710683,0.204140019856577,1000000.0,10.207000992828853,3.2266224019467e-05,3.178668978947964e-05,20.3113569521666,10.506164922229868,0
29.99994,3415.411032431838,0.5030534736662129,1000000.0,25.152673683310645,1.5533697956799722e-05,1.5463368706061322e-05,25.286705218392505,25.23814568099938,1
29.99994,2584.870199808566,0.4817521621078541,1000000.0,24.087608105392704,1.6425474069468648e-05,1.6321757986319756e-05,25.02506816576973,24.20970716379393,3
29.99994,1782.918386070323,0.2768385433859752,1000000.0,13.841927169298762,2.7030942886222143e-05,2.6627245466836684e-05,21.88395558170818,14.157669122515257,0
29.99994,1183.3932041197932,0.6840082227741975,1000000.0,34.200411138709875,8.915165504828921e-06,8.848504749940892e-06,27.302915752218013,34.30240544074661,2
29.99994,3110.209141657506,0.6011451953900459,1000000.0,30.05725976950229,1.1758697463179034e-05,1.171440906139027e-05,26.429388118088244,30.118746585295064,1
29.99994,3159.92276895355,0.7765764475490486,1000000.0,38.82882237745243,6.0293601852818215e-06,6.017877641402123e-06,28.16569089490063,38.84812791082047,1
29.99994,2830.0692612978646,0.4743565053060921,1000000.0,23.717825265304608,1.674200774532961e-05,1.664354852311398e-05,24.926986410154857,23.83238837031281,3
29.99994,1996.747210218508,0.5800509377244794,1000000.0,29.002546886223968,1.252919448643029e-05,1.2451066502589336e-05,26.204854930010764,29.10820996822629,2
29.99994,1699.891806232427,0.312327601748572,1000000.0,15.6163800874286,2.4845299613946924e-05,2.4487396423475543e-05,22.53618157012465,15.92244626578922,0
29.99994,2300.704270309693,0.7021419625184695,1000000.0,35.10709812592347,8.327725049719435e-06,8.297690383832126e-06,27.470803971007967,35.15393449626089,2
29.99994,3274.37727808247,0.5484120674839955,1000000.0,27.42060337419977,1.372524109724726e-05,1.3667949014023358e-05,25.83394914052568,27.494869378360185,1
29.99994,1995.0458430286667,0.7633832696528031,1000000.0,38.16916348264016,6.424310350683659e-06,6.403689626756192e-06,28.048095401764712,38.20339541911908,2
29.99994,2285.1940405713717,0.4856427731699603,1000000.0,24.282138658498017,1.6260416887628256e-05,1.614553251244432e-05,25.07878169020697,24.418231095442582,0
29.99994,3035.773942631062,0.265940630726882,1000000.0,13.297031536344104,2.774417710957396e-05,2.7492917174622905e-05,21.62009884517494,13.487118103265496,3
29.99994,2516.4977326570784,0.3390116356831784,1000000.0,16.95058178415892,2.3321690578044502e-05,2.31075410025108e-05,22.95676150243471,17.144741810285126,3
29.99994,3845.178368951707,0.798108383035149,1000000.0,39.90541915175745,5.395456130034529e-06,5.387895971945491e-06,28.35770930775101,39.918392581177656,1
29.99994,2032.882759902323,0.5720341311245853,1000000.0,28.601706556229267,1.282753382641317e-05,1.274709935601323e-05,26.114624116287164,28.70936431545012,2
29.99994,1698.507339923804,0.3504412540338087,1000000.0,17.522062701690437,2.2696521739661885e-05,2.2397235809300857e-05,23.173262525325097,17.800704329692042,0
29.99994,1563.8394108453858,0.3883993946584949,1000000.0,19.419969732924745,2.0724277062106232e-05,2.0453227269015167e-05,23.76579632840418,19.69236802181191,0
29.99994,2983.9269350818577,0.2712017823481727,1000000.0,13.560089117408635,2.7397168079117155e-05,2.71479073575736e-05,21.725257837411565,13.751441239705988,3
29.99994,1681.6901288055656,0.4407248074752196,1000000.0,22.036240373760982,1.822999890704473e-05,1.803449980403803e-05,24.503024459729208,22.25190688992214,0
29.99994,1025.606552010904,0.7967205163120912,1000000.0,39.83602581560456,5.435925849234995e-06,5.40726622514297e-06,28.35180525457642,39.88515904776159,2
29.99994,1503.7301745420248,0.6997687598203984,1000000.0,34.98843799101992,8.403952741010341e-06,8.357246287926027e-06,27.452651331440148,35.061108023059425,2
29.99994,2436.6941015949237,0.7217990579135989,1000000.0,36.08995289567994,7.703650633458769e-06,7.679372165264185e-06,27.659267364027475,36.12860137581792,2
29.99994,1172.4310602131225,0.4743396593508735,1000000.0,23.716982967543675,1.6742732962724047e-05,1.6507007025380223e-05,24.968604258664108,23.991948689333224,0
29.99994,2413.7150015431325,0.6174135899166828,1000000.0,30.870679495834143,1.1178207526759177e-05,1.1126678526206108e-05,26.608528385212377,30.9436745037464,2
29.99994,3944.811169384817,0.6551559971439616,1000000.0,32.75779985719808,9.874380540130266e-06,9.84972538365312e-06,26.997743703062525,32.79429812494173,1
29.99994,1583.7469225960135,0.648986846078222,1000000.0,32.4493423039111,1.0083575678766962e-05,1.0019780627423998e-05,26.945910864761164,32.54317601425647,2
29.99994,2853.341414484259,0.345881648358765,1000000.0,17.29408241793825,2.2944059398004784e-05,2.276103519319641e-05,23.06237647311373,17.46243044058618,3
29.99994,2066.953206278204,0.2554509613692448,1000000.0,12.772548068462244,2.84517076152164e-05,2.8065386259923955e-05,21.445610267975177,13.056960698970496,0
29.99994,1636.253365489475,0.2173103431411683,1000000.0,10.865517157058417,3.12240329381531e-05,3.0639353209455e-05,20.661065141758115,11.24862108853974,0
29.99994,1708.5381944302962,0.758465483066411,1000000.0,37.92327415332055,6.572838913731932e-06,6.547649750729677e-06,28.004216355977597,37.964890966375705,2
29.99994,1057.4834232568153,0.655596562111731,1000000.0,32.77982810558655,9.859497646959125e-06,9.768421300316863e-06,27.02252518766342,32.91487280014677,2
29.99994,3695.058163069895,0.653679811265704,1000000.0,32.6839905632852,9.924302913018995e-06,9.89771930858533e-06,26.98311515474319,32.723278381866216,1
29.99994,1436.8144937247775,0.5676412401583159,1000000.0,28.382062007915792,1.299234395263585e-05,1.2875913958655402e-05,26.075361425401837,28.53709802555065,2
29.99994,1918.6891996908007,0.7343116774827569,1000000.0,36.71558387413785,7.313010030127229e-06,7.285242608350236e-06,27.779398052974848,36.76036231672803,2
29.99994,1226.8827858248912,0.2682003677715967,1000000.0,13.410018388579836,2.7594506819965824e-05,2.6987515516813788e-05,21.77414527047516,13.875636819719626,0
29.99994,3712.814954276368,0.2060268233250288,1000000.0,10.301341166251444,3.211387972548232e-05,3.1838493645603015e-05,20.2955671368202,10.473533510590444,3
29.99994,3784.556050023497,0.2979207768466294,1000000.0,14.896038842331471,2.570889276987124e-05,2.5535427885571564e-05,22.216741580477784,15.03868676344621,3
29.99994,2918.9714337041514,0.7820947703425849,1000000.0,39.10473851712924,5.865655792352665e-06,5.853892430216047e-06,28.21567358727015,39.12462158369488,1
29.99994,1910.261729261537,0.3981211007858906,1000000.0,19.90605503929453,2.024255958861489e-05,2.0030303536626172e-05,23.894703482036338,20.123107261793944,0
29.99994,2034.0060301482397,0.4799230585209512,1000000.0,23.99615292604756,1.6503418529833367e-05,1.6370591625111502e-05,25.010183672666013,24.152160411099157,0
29.99994,3605.317053079921,0.7812185898643926,1000000.0,39.06092949321963,5.891590239938288e-06,5.881978268162703e-06,28.207113023864007,39.077161946230106,1
29.99994,1346.5668261701237,0.6798178010007478,1000000.0,33.99089005003739,9.052572022581284e-06,8.992120644906049e-06,27.259141627432637,34.08294895054272,2
29.99994,2653.800073661572,0.7833645325618395,1000000.0,39.16822662809197,5.828110191755952e-06,5.815338907178106e-06,28.22742470109211,39.18983997035955,1
29.99994,1680.159044424997,0.4390293106388346,1000000.0,21.95146553194173,1.8307239266141743e-05,1.8109911233924704e-05,24.48003905589975,22.16852945533436,0
29.99994,2393.0352006625526,0.7138210613458094,1000000.0,35.69105306729047,7.955380679873542e-06,7.929021525342282e-06,27.58317423907567,35.73266691424071,2
29.99994,3937.009227208815,0.5851791436624146,1000000.0,29.25895718312073,1.2339970381168624e-05,1.2301413428772251e-05,26.25046918691022,29.311412035188244,1
29.99994,3246.853685152571,0.5293983885669309,1000000.0,26.469919428346543,1.4469127908835313e-05,1.440493442832373e-05,25.609315986246923,26.550968962645232,1
29.99994,2984.1679438455712,0.3782336984424088,1000000.0,18.911684922120443,2.1237765997751008e-05,2.1087688854056906e-05,23.57241243728345,19.0591963618086,3
29.99994,1437.1579839698934,0.7736971620854425,1000000.0,38.68485810427213,6.115122543762115e-06,6.089212878047108e-06,28.14394791477124,38.72830887438303,2
29.99994,1364.8879008174813,0.3784881800736563,1000000.0,18.92440900368282,2.122478607339006e-05,2.0899782523446626e-05,23.629686286853467,19.24510492941806,0
29.99994,1466.4269112906,0.2797828641200153,1000000.0,13.989143206000763,2.684186716071932e-05,2.635937811181486e-05,21.96560155151883,14.370135569959952,0
29.99994,2999.3875352210143,0.7793183223003264,1000000.0,38.96591611501632,5.947912139120627e-06,5.936140521797252e-06,28.1906043689562,38.98576014138384,1
29.99994,3612.7777813016432,0.5617023039391316,1000000.0,28.08511519695658,1.3216685474773048e-05,1.3168510890796263e-05,25.986177880485297,28.1486834812519,1
29.99994,3758.3285151765,0.2736478655871823,1000000.0,13.682393279359117,2.723754945258768e-05,2.7041572394595207e-05,21.75766873412738,13.833685585552322,3
29.99994,2772.799885774584,0.7054404516573589,1000000.0,35.27202258286795,8.222097273968782e-06,8.197788626286502e-06,27.501254026707876,35.31005957731891,1
29.99994,1622.723174057074,0.4820795315226596,1000000.0,24.10397657613298,1.6411547147586125e-05,1.6247229427820236e-05,25.047784470400387,24.297731597298945,0
29.99994,1117.131791858443,0.536196765308181,1000000.0,26.80983826540905,1.420088216111431e-05,1.4022627737119508e-05,25.72584306572597,27.03752436560553,2
29.99994,1721.4490874448377,0.6393885068519436,1000000.0,31.96942534259718,1.0412039461838304e-05,1.0349441737303364e-05,26.84543015846993,32.060473264396954,2
29.99994,2936.4652529739114,0.529993176169054,1000000.0,26.499658808452697,1.4445556394557876e-05,1.4374841244887524e-05,25.618488388558283,26.589028087730675,1
29.99994,2762.256210636237,0.2540059262785612,1000000.0,12.70029631392806,2.855087446289877e-05,2.825878962588208e-05,21.38666092203114,12.913988502808118,3
29.99994,2678.118628975993,0.2598774224875237,1000000.0,12.993871124376188,2.815053287498524e-05,2.785771185321975e-05,21.50890942713862,13.21180097971822,3
29.99994,1656.5174161369137,0.2089403854301095,1000000.0,10.447019271505477,3.188067542360701e-05,3.1278698040106194e-05,20.46619283737563,10.830205745631234,0
29.99994,2397.3452428207247,0.5451249495312944,1000000.0,27.25624747656472,1.3852447496347006e-05,1.377286451465718e-05,25.801970895932488,27.35898516347004,2
29.99994,2772.8922982166814,0.4265810736977031,1000000.0,21.32905368488516,1.8881294367420228e-05,1.8753596592093403e-05,24.28384375872993,21.466348697507872,3
29.99994,1355.0177467750957,0.2721098417935938,1000000.0,13.605492089679691,2.733778732252144e-05,2.679714882738981e-05,21.832169037411585,14.024132320574015,0
29.99994,3780.40033726824,0.5838691017384581,1000000.0,29.193455086922903,1.2388190571086932e-05,1.2347727659828076e-05,26.236352609284403,29.248412297070352,1
29.99994,2620.427061559224,0.317926323682512,1000000.0,15.8963161841256,2.4517749575399982e-05,2.4290478275934136e-05,22.596202221495275,16.092750228826333,3
29.99994,3701.9084660530143,0.2073524198006943,1000000.0,10.367620990034718,3.2007473081182444e-05,3.173310205897883e-05,20.32769049242325,10.540000174660682,3
29.99994,1939.99984324276,0.7434861677114448,1000000.0,37.17430838557224,7.029745457684576e-06,7.0043645793011e-06,27.865009676229025,37.215619488907066,2
